id,source,source_object_id,name,display_name,enabled,account_type,last_seen,raw_json,updated_at
5521,ENTRA,a6efd45a-498d-45d8-b3e3-794ea77128a7,Microsoft Docs,Microsoft Docs,1,Application,,"{""id"": ""a6efd45a-498d-45d8-b3e3-794ea77128a7"", ""appId"": ""8f0a6236-b958-4cec-a9aa-6abea549e18b"", ""displayName"": ""Microsoft Docs"", ""accountEnabled"": true, ""servicePrincipalType"": ""Application"", ""tags"": [""WindowsAzureActiveDirectoryIntegratedApp""]}",2026-06-11 19:29:40
5522,ENTRA,a6f56357-c3cc-4160-b2be-e4296e17cbd1,PLJEL-AP25,PLJEL-AP25,1,ManagedIdentity,,"{""id"": ""a6f56357-c3cc-4160-b2be-e4296e17cbd1"", ""appId"": ""0cb9db4a-7d75-4a8a-a09a-391154393998"", ""displayName"": ""PLJEL-AP25"", ""accountEnabled"": true, ""servicePrincipalType"": ""ManagedIdentity"", ""tags"": []}",2026-06-11 19:29:40
5523,ENTRA,a6f822ba-396f-4fff-bbd5-05abc9a41a1b,Atlas,Atlas,1,Application,,"{""id"": ""a6f822ba-396f-4fff-bbd5-05abc9a41a1b"", ""appId"": ""d10de03d-5ba3-497a-90e6-7ff8c9736059"", ""displayName"": ""Atlas"", ""accountEnabled"": true, ""servicePrincipalType"": ""Application"", ""tags"": []}",2026-06-11 19:29:40
5524,ENTRA,a7011295-da92-45c6-b770-7b178e72c4b7,AWAPSP-TCDB02,AWAPSP-TCDB02,1,ManagedIdentity,,"{""id"": ""a7011295-da92-45c6-b770-7b178e72c4b7"", ""appId"": ""e040f635-4a61-4d58-8df4-e21f4877c059"", ""displayName"": ""AWAPSP-TCDB02"", ""accountEnabled"": true, ""servicePrincipalType"": ""ManagedIdentity"", ""tags"": []}",2026-06-11 19:29:40
5525,ENTRA,a7045a74-f22c-428d-9d12-254498a120e1,songcarnation,songcarnation,1,Application,,"{""id"": ""a7045a74-f22c-428d-9d12-254498a120e1"", ""appId"": ""4ddd1f4b-247e-40c4-9e73-b8602cd816ba"", ""displayName"": ""songcarnation"", ""accountEnabled"": true, ""servicePrincipalType"": ""Application"", ""tags"": []}",2026-06-11 19:29:40
5526,ENTRA,a70b7b7e-2f87-42fd-beb0-3d092d2f8f4f,Interview Scheduling Graph API,Interview Scheduling Graph API,1,Application,,"{""id"": ""a70b7b7e-2f87-42fd-beb0-3d092d2f8f4f"", ""appId"": ""5ae0fd92-380a-49bd-be46-e8799d5d6203"", ""displayName"": ""Interview Scheduling Graph API"", ""accountEnabled"": true, ""servicePrincipalType"": ""Application"", ""tags"": [""WindowsAzureActiveDirectoryIntegratedApp""]}",2026-06-11 19:29:40
5527,ENTRA,a70c5d47-a4d1-4d42-acac-4fd520cc0221,Cluen Executive Recruiting,Cluen Executive Recruiting,1,Application,,"{""id"": ""a70c5d47-a4d1-4d42-acac-4fd520cc0221"", ""appId"": ""070c9804-9aa5-456c-964c-371043a8cca1"", ""displayName"": ""Cluen Executive Recruiting"", ""accountEnabled"": true, ""servicePrincipalType"": ""Application"", ""tags"": [""WindowsAzureActiveDirectoryCustomSingleSignOnApplication"", ""WindowsAzureActiveDirectoryIntegratedApp""]}",2026-06-11 19:29:40
5528,ENTRA,a714aa6e-7f0a-4182-a183-31a04625a4c2,NLNHSRK-AP229,NLNHSRK-AP229,1,ManagedIdentity,,"{""id"": ""a714aa6e-7f0a-4182-a183-31a04625a4c2"", ""appId"": ""1907d86f-067c-42aa-b0de-4d3acc10880a"", ""displayName"": ""NLNHSRK-AP229"", ""accountEnabled"": true, ""servicePrincipalType"": ""ManagedIdentity"", ""tags"": []}",2026-06-11 19:29:40
5529,ENTRA,a71813ff-2ac4-48ea-9324-a1fba136a64b,Azure Import Export,Azure Import Export,1,Application,,"{""id"": ""a71813ff-2ac4-48ea-9324-a1fba136a64b"", ""appId"": ""7de4d5c5-5b32-4235-b8a9-33b34d6bcd2a"", ""displayName"": ""Azure Import Export"", ""accountEnabled"": true, ""servicePrincipalType"": ""Application"", ""tags"": []}",2026-06-11 19:29:40
5530,ENTRA,a71aa1d8-9642-4c10-af0e-1bbe275c1ff9,ITTOTRN-AP03,ITTOTRN-AP03,1,ManagedIdentity,,"{""id"": ""a71aa1d8-9642-4c10-af0e-1bbe275c1ff9"", ""appId"": ""0c2ae515-dad6-4d90-ab77-74546fea8fca"", ""displayName"": ""ITTOTRN-AP03"", ""accountEnabled"": true, ""servicePrincipalType"": ""ManagedIdentity"", ""tags"": []}",2026-06-11 19:29:40
5531,ENTRA,a7228230-d4ea-45ae-97b8-ce789c430bb9,USASHPWLGAP03,USASHPWLGAP03,1,ManagedIdentity,,"{""id"": ""a7228230-d4ea-45ae-97b8-ce789c430bb9"", ""appId"": ""a1ede053-7f9f-428c-aafa-25b5f63dd531"", ""displayName"": ""USASHPWLGAP03"", ""accountEnabled"": true, ""servicePrincipalType"": ""ManagedIdentity"", ""tags"": []}",2026-06-11 19:29:40
5532,ENTRA,a72a4b90-71d8-465f-9fcb-356343a740d5,USFLMIA-AP144,USFLMIA-AP144,1,ManagedIdentity,,"{""id"": ""a72a4b90-71d8-465f-9fcb-356343a740d5"", ""appId"": ""044e8ffe-35d1-43fe-9d5b-b0b591795626"", ""displayName"": ""USFLMIA-AP144"", ""accountEnabled"": true, ""servicePrincipalType"": ""ManagedIdentity"", ""tags"": []}",2026-06-11 19:29:40
5533,ENTRA,a7363b3e-cb56-461a-9a98-2eabc7a62b86,Cloud Labs,Cloud Labs,1,Application,,"{""id"": ""a7363b3e-cb56-461a-9a98-2eabc7a62b86"", ""appId"": ""ca89bd99-0f75-4433-90a0-4407d6354af7"", ""displayName"": ""Cloud Labs"", ""accountEnabled"": true, ""servicePrincipalType"": ""Application"", ""tags"": [""WindowsAzureActiveDirectoryIntegratedApp""]}",2026-06-11 19:29:40
5534,ENTRA,a744726d-1e7d-476e-a5b7-35d93926642f,Spigit,Spigit,1,Application,,"{""id"": ""a744726d-1e7d-476e-a5b7-35d93926642f"", ""appId"": ""a28dcf5e-1628-4808-8f29-6ff4238285a8"", ""displayName"": ""Spigit"", ""accountEnabled"": true, ""servicePrincipalType"": ""Application"", ""tags"": [""8adf8e6e-67b2-4cf2-a259-e3dc5476c621"", ""WindowsAzureActiveDirectoryGalleryApplicationNonPrimaryV1"", ""WindowsAzureActiveDirectoryCustomSingleSignOnApplication"", ""WindowsAzureActiveDirectoryIntegratedApp""]}",2026-06-11 19:29:40
5535,ENTRA,a7543b72-0760-4af3-8792-afae4ce08d2e,agic-ingress-stg-mi,agic-ingress-stg-mi,1,ManagedIdentity,,"{""id"": ""a7543b72-0760-4af3-8792-afae4ce08d2e"", ""appId"": ""9b76ccaa-c329-4ee4-871a-07cd57e137d0"", ""displayName"": ""agic-ingress-stg-mi"", ""accountEnabled"": true, ""servicePrincipalType"": ""ManagedIdentity"", ""tags"": []}",2026-06-11 19:29:40
5536,ENTRA,a75723ba-7f58-4fe8-9f90-edc22c905258,PLZEMELK-VSA01,PLZEMELK-VSA01,1,ManagedIdentity,,"{""id"": ""a75723ba-7f58-4fe8-9f90-edc22c905258"", ""appId"": ""5b1ee654-cdac-4174-9bf3-8d11eea8ab77"", ""displayName"": ""PLZEMELK-VSA01"", ""accountEnabled"": true, ""servicePrincipalType"": ""ManagedIdentity"", ""tags"": []}",2026-06-11 19:29:40
5537,ENTRA,a759d0ea-82c7-4ca1-b725-ab2e175c8425,Sales Qualification Agent Config Assistant (Microsoft Copilot Studio),Sales Qualification Agent Config Assistant (Microsoft Copilot Studio),1,ServiceIdentity,,"{""@odata.type"": ""#microsoft.graph.agentIdentity"", ""id"": ""a759d0ea-82c7-4ca1-b725-ab2e175c8425"", ""appId"": ""a759d0ea-82c7-4ca1-b725-ab2e175c8425"", ""displayName"": ""Sales Qualification Agent Config Assistant (Microsoft Copilot Studio)"", ""accountEnabled"": true, ""servicePrincipalType"": ""ServiceIdentity"", ""tags"": []}",2026-06-11 19:29:40
5538,ENTRA,a75d5fab-9c62-42eb-b8d7-d0b89835dbd8,Nexus - ASUX Engineering Data Warehouse,Nexus - ASUX Engineering Data Warehouse,1,Application,,"{""id"": ""a75d5fab-9c62-42eb-b8d7-d0b89835dbd8"", ""appId"": ""2cb8cd56-33f7-4f9e-9e22-de81cf1fd31b"", ""displayName"": ""Nexus - ASUX Engineering Data Warehouse"", ""accountEnabled"": true, ""servicePrincipalType"": ""Application"", ""tags"": [""WindowsAzureActiveDirectoryIntegratedApp""]}",2026-06-11 19:29:40
5539,ENTRA,a780c2d1-7dd6-4a41-9642-00250a08b4e6,Diagnostic Services Trusted Storage Access,Diagnostic Services Trusted Storage Access,1,Application,,"{""id"": ""a780c2d1-7dd6-4a41-9642-00250a08b4e6"", ""appId"": ""562db366-1b96-45d2-aa4a-f2148cef2240"", ""displayName"": ""Diagnostic Services Trusted Storage Access"", ""accountEnabled"": true, ""servicePrincipalType"": ""Application"", ""tags"": []}",2026-06-11 19:29:40
5540,ENTRA,a78870d8-998a-4684-ab61-2b5b16dbd316,CNANWUH-AP13,CNANWUH-AP13,1,ManagedIdentity,,"{""id"": ""a78870d8-998a-4684-ab61-2b5b16dbd316"", ""appId"": ""3c199605-0dca-4c79-95d6-759cce6260df"", ""displayName"": ""CNANWUH-AP13"", ""accountEnabled"": true, ""servicePrincipalType"": ""ManagedIdentity"", ""tags"": []}",2026-06-11 19:29:40
5541,ENTRA,a78b00c8-bcdf-4b69-97fc-89719baeeb71,SubstrateActionsService,SubstrateActionsService,1,Application,,"{""id"": ""a78b00c8-bcdf-4b69-97fc-89719baeeb71"", ""appId"": ""06dd8193-75af-46d0-84bb-9b9bcaa89e8b"", ""displayName"": ""SubstrateActionsService"", ""accountEnabled"": true, ""servicePrincipalType"": ""Application"", ""tags"": []}",2026-06-11 19:29:40
5542,ENTRA,a78df63c-fd21-4077-9e6b-1ab59afa1bad,ext-5cf17055bfcdfda1e729a452154888d7-aks003-nonprd-stg-emea,ext-5cf17055bfcdfda1e729a452154888d7-aks003-nonprd-stg-emea,1,ManagedIdentity,,"{""id"": ""a78df63c-fd21-4077-9e6b-1ab59afa1bad"", ""appId"": ""7e46b82a-80e1-4d77-ba63-a8b33ff127ca"", ""displayName"": ""ext-5cf17055bfcdfda1e729a452154888d7-aks003-nonprd-stg-emea"", ""accountEnabled"": true, ""servicePrincipalType"": ""ManagedIdentity"", ""tags"": []}",2026-06-11 19:29:40
5543,ENTRA,a7a4f064-9468-417f-8b36-66d3d25b55a2,D365 Sales - Configuration Agent (Microsoft Copilot Studio),D365 Sales - Configuration Agent (Microsoft Copilot Studio),1,Application,,"{""id"": ""a7a4f064-9468-417f-8b36-66d3d25b55a2"", ""appId"": ""57f8c75d-f6d1-4c54-8b59-14d60e7028aa"", ""displayName"": ""D365 Sales - Configuration Agent (Microsoft Copilot Studio)"", ""accountEnabled"": true, ""servicePrincipalType"": ""Application"", ""tags"": [""AgenticApp"", ""AIAgentBuilder"", ""AgentCreatedBy:CopilotStudio"", ""AgenticInstance"", ""power-virtual-agents-66bda254-8d1f-13b7-a12f-8deb5c25d251""]}",2026-06-11 19:29:40
5544,ENTRA,a7a8fbae-9ec7-4301-b625-a4c35ae9b0c1,Quota Service Core - ARM Client,Quota Service Core - ARM Client,1,Application,,"{""id"": ""a7a8fbae-9ec7-4301-b625-a4c35ae9b0c1"", ""appId"": ""3cf468b4-12a0-43cd-aa3f-3f39210d14cf"", ""displayName"": ""Quota Service Core - ARM Client"", ""accountEnabled"": true, ""servicePrincipalType"": ""Application"", ""tags"": [""disableLegacyUserImpersonationClient"", ""disableLegacyUserImpersonationResource"", ""GitCreatedApp""]}",2026-06-11 19:29:40
5545,ENTRA,a7ab3344-ddb5-4e43-a29e-287eeb51c639,M365-Group-Update,M365-Group-Update,1,Application,,"{""id"": ""a7ab3344-ddb5-4e43-a29e-287eeb51c639"", ""appId"": ""231866ee-7b3d-474e-b054-91ed96c96e62"", ""displayName"": ""M365-Group-Update"", ""accountEnabled"": true, ""servicePrincipalType"": ""Application"", ""tags"": [""HideApp"", ""WindowsAzureActiveDirectoryIntegratedApp""]}",2026-06-11 19:29:40
5546,ENTRA,a7afb5fc-fbd2-43f5-9dbe-4907b792bd55,Microsoft Azure Policy Insights,Microsoft Azure Policy Insights,1,Application,,"{""id"": ""a7afb5fc-fbd2-43f5-9dbe-4907b792bd55"", ""appId"": ""1d78a85d-813d-46f0-b496-dd72f50a3ec0"", ""displayName"": ""Microsoft Azure Policy Insights"", ""accountEnabled"": true, ""servicePrincipalType"": ""Application"", ""tags"": []}",2026-06-11 19:29:40
5547,ENTRA,a7c2e737-b765-42bb-9f51-cb9234cd3ba7,NLNHSRK-AP11,NLNHSRK-AP11,1,ManagedIdentity,,"{""id"": ""a7c2e737-b765-42bb-9f51-cb9234cd3ba7"", ""appId"": ""3c00d23e-e1a3-42c2-9912-8bea8bc9d432"", ""displayName"": ""NLNHSRK-AP11"", ""accountEnabled"": true, ""servicePrincipalType"": ""ManagedIdentity"", ""tags"": []}",2026-06-11 19:29:40
5548,ENTRA,a7c6cc79-fded-420c-b331-1f9146a5d4ec,Workflow,Workflow,1,Legacy,,"{""id"": ""a7c6cc79-fded-420c-b331-1f9146a5d4ec"", ""appId"": ""bfdc7148-f8f5-4fc4-829a-4e083a8bda66"", ""displayName"": ""Workflow"", ""accountEnabled"": true, ""servicePrincipalType"": ""Legacy"", ""tags"": []}",2026-06-11 19:29:40
5549,ENTRA,a7d7d08e-9bad-4708-bc6e-46d14b6b0856,Rapid 7 On Premise Console,Rapid 7 On Premise Console,1,Application,,"{""id"": ""a7d7d08e-9bad-4708-bc6e-46d14b6b0856"", ""appId"": ""b8fd44ec-e196-449c-951e-50991c353699"", ""displayName"": ""Rapid 7 On Premise Console"", ""accountEnabled"": true, ""servicePrincipalType"": ""Application"", ""tags"": [""WindowsAzureActiveDirectoryOnPremApp"", ""WindowsAzureActiveDirectoryCustomSingleSignOnApplication"", ""WindowsAzureActiveDirectoryIntegratedApp""]}",2026-06-11 19:29:40
5550,ENTRA,a7e1567b-14cd-4e62-8eff-2415f7791a83,CNHKHNG-FP02,CNHKHNG-FP02,1,ManagedIdentity,,"{""id"": ""a7e1567b-14cd-4e62-8eff-2415f7791a83"", ""appId"": ""887a4e96-a19d-416c-8d5e-2c86350b8f3d"", ""displayName"": ""CNHKHNG-FP02"", ""accountEnabled"": true, ""servicePrincipalType"": ""ManagedIdentity"", ""tags"": []}",2026-06-11 19:29:40
5551,ENTRA,a7e6840a-15a4-490e-aeed-74722b4c1546,AzurePOC,AzurePOC,1,Application,,"{""id"": ""a7e6840a-15a4-490e-aeed-74722b4c1546"", ""appId"": ""13ae10bf-2737-4dc1-ac4d-acf4953aca71"", ""displayName"": ""AzurePOC"", ""accountEnabled"": true, ""servicePrincipalType"": ""Application"", ""tags"": [""WindowsAzureActiveDirectoryIntegratedApp""]}",2026-06-11 19:29:40
5552,ENTRA,a7eb534a-1f05-40f3-bade-fb81b8e57dbb,IntSP,IntSP,1,Application,,"{""id"": ""a7eb534a-1f05-40f3-bade-fb81b8e57dbb"", ""appId"": ""33b22851-2e03-4894-8509-635337aaeff7"", ""displayName"": ""IntSP"", ""accountEnabled"": true, ""servicePrincipalType"": ""Application"", ""tags"": []}",2026-06-11 19:29:40
5553,ENTRA,a7f64b2d-20de-4b73-a1f3-13999b6b3d22,APP_ACE,APP_ACE,1,Application,,"{""id"": ""a7f64b2d-20de-4b73-a1f3-13999b6b3d22"", ""appId"": ""43f6f9a8-7934-46e7-8421-965c7f816cfc"", ""displayName"": ""APP_ACE"", ""accountEnabled"": true, ""servicePrincipalType"": ""Application"", ""tags"": []}",2026-06-11 19:29:40
5554,ENTRA,a7feafd7-877c-4d4a-be4b-80fe73ff1607,AWNAEP-TCAP04,AWNAEP-TCAP04,1,ManagedIdentity,,"{""id"": ""a7feafd7-877c-4d4a-be4b-80fe73ff1607"", ""appId"": ""b4317c8f-2063-4a96-8183-a41438b3206a"", ""displayName"": ""AWNAEP-TCAP04"", ""accountEnabled"": true, ""servicePrincipalType"": ""ManagedIdentity"", ""tags"": []}",2026-06-11 19:29:40
5555,ENTRA,a8005127-82f4-4331-a4fc-f1d25562aca5,Azure Security Insights Content As Code,Azure Security Insights Content As Code,1,Application,,"{""id"": ""a8005127-82f4-4331-a4fc-f1d25562aca5"", ""appId"": ""11413461-f071-4513-802f-acbb00576ed3"", ""displayName"": ""Azure Security Insights Content As Code"", ""accountEnabled"": true, ""servicePrincipalType"": ""Application"", ""tags"": [""disableLegacyUserImpersonationClient"", ""disableLegacyUserImpersonationResource"", ""GitCreatedApp""]}",2026-06-11 19:29:40
5556,ENTRA,a8008fba-39e1-444e-836a-e65d5c80120a,M365 License Manager,M365 License Manager,1,Application,,"{""id"": ""a8008fba-39e1-444e-836a-e65d5c80120a"", ""appId"": ""aeb86249-8ea3-49e2-900b-54cc8e308f85"", ""displayName"": ""M365 License Manager"", ""accountEnabled"": true, ""servicePrincipalType"": ""Application"", ""tags"": []}",2026-06-11 19:29:40
5557,ENTRA,a80e83a0-a293-4c67-88d1-20ed61db0938,migratetool20349authandaccessaadapp,migratetool20349authandaccessaadapp,1,Application,,"{""id"": ""a80e83a0-a293-4c67-88d1-20ed61db0938"", ""appId"": ""15f7596d-54db-435a-a201-b8b904cb6784"", ""displayName"": ""migratetool20349authandaccessaadapp"", ""accountEnabled"": true, ""servicePrincipalType"": ""Application"", ""tags"": []}",2026-06-11 19:29:40
5558,ENTRA,a8196ede-240e-4356-8f5b-ad0997d911d4,BRMGPAR-VSA01,BRMGPAR-VSA01,1,ManagedIdentity,,"{""id"": ""a8196ede-240e-4356-8f5b-ad0997d911d4"", ""appId"": ""f7b53368-6975-4ef9-9fa1-b274192436e4"", ""displayName"": ""BRMGPAR-VSA01"", ""accountEnabled"": true, ""servicePrincipalType"": ""ManagedIdentity"", ""tags"": []}",2026-06-11 19:29:40
5559,ENTRA,a8207fac-8428-4835-9c8a-520c671a0a45,AZBRP-FW02,AZBRP-FW02,1,ManagedIdentity,,"{""id"": ""a8207fac-8428-4835-9c8a-520c671a0a45"", ""appId"": ""8f3e723a-cf5a-43b6-8422-18367d766e0e"", ""displayName"": ""AZBRP-FW02"", ""accountEnabled"": true, ""servicePrincipalType"": ""ManagedIdentity"", ""tags"": []}",2026-06-11 19:29:40
5560,ENTRA,a8208fe2-5f88-48b7-8889-509df5c64600,IBM APP Connect,IBM APP Connect,1,Application,,"{""id"": ""a8208fe2-5f88-48b7-8889-509df5c64600"", ""appId"": ""eb662f75-3fa1-4d7d-ad26-f40dd83d87ef"", ""displayName"": ""IBM APP Connect"", ""accountEnabled"": true, ""servicePrincipalType"": ""Application"", ""tags"": [""WindowsAzureActiveDirectoryIntegratedApp""]}",2026-06-11 19:29:40
5561,ENTRA,a822f93b-ca39-45a5-af0e-c8a5ada717e8,CNJLBC-DB01,CNJLBC-DB01,1,ManagedIdentity,,"{""id"": ""a822f93b-ca39-45a5-af0e-c8a5ada717e8"", ""appId"": ""067e71c0-1ac0-4c05-ae63-bfaa15b1067f"", ""displayName"": ""CNJLBC-DB01"", ""accountEnabled"": true, ""servicePrincipalType"": ""ManagedIdentity"", ""tags"": []}",2026-06-11 19:29:40
5562,ENTRA,a8240f8a-567c-46a2-a965-528d8d5446fb,Backup Management Service,Backup Management Service,1,Application,,"{""id"": ""a8240f8a-567c-46a2-a965-528d8d5446fb"", ""appId"": ""262044b1-e2ce-469f-a196-69ab7ada62d3"", ""displayName"": ""Backup Management Service"", ""accountEnabled"": true, ""servicePrincipalType"": ""Application"", ""tags"": []}",2026-06-11 19:29:40
5563,ENTRA,a8315e17-d6f6-4313-98e6-2804b5ff7e68,dcc6d2eefbd148708fb95b0d,dcc6d2eefbd148708fb95b0d,1,ManagedIdentity,,"{""id"": ""a8315e17-d6f6-4313-98e6-2804b5ff7e68"", ""appId"": ""71d5e3e5-9c48-423e-bd86-4741993d6018"", ""displayName"": ""dcc6d2eefbd148708fb95b0d"", ""accountEnabled"": true, ""servicePrincipalType"": ""ManagedIdentity"", ""tags"": []}",2026-06-11 19:29:40
5564,ENTRA,a83354c3-a763-4011-aa7e-96c594d10c95,D365 Sales FIRE Agent - Rating Generator (Microsoft Copilot Studio),D365 Sales FIRE Agent - Rating Generator (Microsoft Copilot Studio),1,Application,,"{""id"": ""a83354c3-a763-4011-aa7e-96c594d10c95"", ""appId"": ""3ad83635-9a7e-4ffd-8fb6-d2c5d09830b4"", ""displayName"": ""D365 Sales FIRE Agent - Rating Generator (Microsoft Copilot Studio)"", ""accountEnabled"": true, ""servicePrincipalType"": ""Application"", ""tags"": [""AgenticApp"", ""AIAgentBuilder"", ""AgentCreatedBy:CopilotStudio"", ""AgenticInstance"", ""power-virtual-agents-2b4cdef0-72ef-1a1d-e823-d3369fe2e7da""]}",2026-06-11 19:29:40
5565,ENTRA,a84be401-58c1-4450-b06e-037916fc79e6,avdeuwpp-121,avdeuwpp-121,1,ManagedIdentity,,"{""id"": ""a84be401-58c1-4450-b06e-037916fc79e6"", ""appId"": ""088c88fc-b8ff-4923-a02d-bdc51dc4bcf7"", ""displayName"": ""avdeuwpp-121"", ""accountEnabled"": true, ""servicePrincipalType"": ""ManagedIdentity"", ""tags"": []}",2026-06-11 19:29:40
5566,ENTRA,a852b664-6e83-44ee-a43c-b9d754f360bf,Aptiv-Prd-Integrations,Aptiv-Prd-Integrations,1,ManagedIdentity,,"{""id"": ""a852b664-6e83-44ee-a43c-b9d754f360bf"", ""appId"": ""3d548250-5b3c-442a-a8da-205a0a4bab26"", ""displayName"": ""Aptiv-Prd-Integrations"", ""accountEnabled"": true, ""servicePrincipalType"": ""ManagedIdentity"", ""tags"": []}",2026-06-11 19:29:40
5567,ENTRA,a8590cf0-6986-428d-9e13-9bdf421ce93e,AZNAEP-IR-VM2,AZNAEP-IR-VM2,1,ManagedIdentity,,"{""id"": ""a8590cf0-6986-428d-9e13-9bdf421ce93e"", ""appId"": ""f20ae561-5fb8-48c6-a23f-ab7b2379532c"", ""displayName"": ""AZNAEP-IR-VM2"", ""accountEnabled"": true, ""servicePrincipalType"": ""ManagedIdentity"", ""tags"": []}",2026-06-11 19:29:40
5568,ENTRA,a85be34f-0ef1-47c9-9400-4ba78070ccc1,AZNAEP-CXWS01,AZNAEP-CXWS01,1,ManagedIdentity,,"{""id"": ""a85be34f-0ef1-47c9-9400-4ba78070ccc1"", ""appId"": ""9a0d8f9d-12cf-4d48-9f15-5241a3621dea"", ""displayName"": ""AZNAEP-CXWS01"", ""accountEnabled"": true, ""servicePrincipalType"": ""ManagedIdentity"", ""tags"": []}",2026-06-11 19:29:40
5569,ENTRA,a8641f62-3495-4ea1-9bb9-d321a73bb7db,TeamsMaestro Agent,TeamsMaestro Agent,1,Application,,"{""id"": ""a8641f62-3495-4ea1-9bb9-d321a73bb7db"", ""appId"": ""3e9ec16d-1043-4af2-b362-ce5b83a797dd"", ""displayName"": ""TeamsMaestro Agent"", ""accountEnabled"": true, ""servicePrincipalType"": ""Application"", ""tags"": [""WindowsAzureActiveDirectoryIntegratedApp""]}",2026-06-11 19:29:40
5570,ENTRA,a8716a55-a8b9-4ca0-84b4-f950ad00c3ec,NLNHSRK-TT101,NLNHSRK-TT101,1,ManagedIdentity,,"{""id"": ""a8716a55-a8b9-4ca0-84b4-f950ad00c3ec"", ""appId"": ""55819173-1092-4b9a-b4f5-a7554b5e1449"", ""displayName"": ""NLNHSRK-TT101"", ""accountEnabled"": true, ""servicePrincipalType"": ""ManagedIdentity"", ""tags"": []}",2026-06-11 19:29:40
5571,ENTRA,a873a92e-7e85-415c-aa02-9aa83c490248,EUMOOUJ-DB04,EUMOOUJ-DB04,1,ManagedIdentity,,"{""id"": ""a873a92e-7e85-415c-aa02-9aa83c490248"", ""appId"": ""ce7e0e65-88cb-4726-91db-42b3e109a3aa"", ""displayName"": ""EUMOOUJ-DB04"", ""accountEnabled"": true, ""servicePrincipalType"": ""ManagedIdentity"", ""tags"": []}",2026-06-11 19:29:40
5572,ENTRA,a880bf42-aa7d-4a94-b055-09d23995e7b9,Varonis_OD_3697471,Varonis_OD_3697471,1,Application,,"{""id"": ""a880bf42-aa7d-4a94-b055-09d23995e7b9"", ""appId"": ""cb43767f-b8e1-4dd1-93d7-4236c4a14b35"", ""displayName"": ""Varonis_OD_3697471"", ""accountEnabled"": true, ""servicePrincipalType"": ""Application"", ""tags"": [""WindowsAzureActiveDirectoryIntegratedApp""]}",2026-06-11 19:29:40
5573,ENTRA,a88eaee0-ac2f-40d8-a7e8-7839afc9e026,DEWUP-TS01,DEWUP-TS01,1,ManagedIdentity,,"{""id"": ""a88eaee0-ac2f-40d8-a7e8-7839afc9e026"", ""appId"": ""e4eedbca-9ac2-4ca9-bba2-67745c2d66cf"", ""displayName"": ""DEWUP-TS01"", ""accountEnabled"": true, ""servicePrincipalType"": ""ManagedIdentity"", ""tags"": []}",2026-06-11 19:29:40
5574,ENTRA,a8919762-e79e-444c-bd7f-275010ea31d8,dynamic_alignment_workspace,dynamic_alignment_workspace,1,ManagedIdentity,,"{""id"": ""a8919762-e79e-444c-bd7f-275010ea31d8"", ""appId"": ""1a462a46-9f49-446d-8fa3-56719dad286c"", ""displayName"": ""dynamic_alignment_workspace"", ""accountEnabled"": true, ""servicePrincipalType"": ""ManagedIdentity"", ""tags"": []}",2026-06-11 19:29:40
5575,ENTRA,a893eea6-c784-444d-8e6f-cf5314d7314a,Workflow,Workflow,1,Legacy,,"{""id"": ""a893eea6-c784-444d-8e6f-cf5314d7314a"", ""appId"": ""af2c76bd-0e18-4c4b-97ed-999b5f4903f7"", ""displayName"": ""Workflow"", ""accountEnabled"": true, ""servicePrincipalType"": ""Legacy"", ""tags"": []}",2026-06-11 19:29:40
5576,ENTRA,a8a12da9-b3fe-40e8-be8d-713315d5cd56,TFC-Automation-Sample,TFC-Automation-Sample,1,Application,,"{""id"": ""a8a12da9-b3fe-40e8-be8d-713315d5cd56"", ""appId"": ""2b8356f3-eb97-4750-acc6-75bb7d4cd1ba"", ""displayName"": ""TFC-Automation-Sample"", ""accountEnabled"": true, ""servicePrincipalType"": ""Application"", ""tags"": [""HideApp"", ""WindowsAzureActiveDirectoryIntegratedApp""]}",2026-06-11 19:29:40
5577,ENTRA,a8a7cd2b-833d-466a-bc18-c95bdb222eaa,CNWUHAN-CNAP01,CNWUHAN-CNAP01,1,ManagedIdentity,,"{""id"": ""a8a7cd2b-833d-466a-bc18-c95bdb222eaa"", ""appId"": ""762d93dc-8c79-4897-8858-7a6e325fac43"", ""displayName"": ""CNWUHAN-CNAP01"", ""accountEnabled"": true, ""servicePrincipalType"": ""ManagedIdentity"", ""tags"": []}",2026-06-11 19:29:40
5578,ENTRA,a8ab635f-343b-4092-a011-0567aadfa8aa,EDS Salesforce Business Planning,EDS Salesforce Business Planning,1,Application,,"{""id"": ""a8ab635f-343b-4092-a011-0567aadfa8aa"", ""appId"": ""c8a64620-8ef6-4af5-938f-4380ead49a94"", ""displayName"": ""EDS Salesforce Business Planning"", ""accountEnabled"": true, ""servicePrincipalType"": ""Application"", ""tags"": [""WindowsAzureActiveDirectoryCustomSingleSignOnApplication"", ""WindowsAzureActiveDirectoryIntegratedApp""]}",2026-06-11 19:29:40
5579,ENTRA,a8ba3046-2a08-431c-99c7-793c2ea54845,USDALDWCNAP01,USDALDWCNAP01,1,ManagedIdentity,,"{""id"": ""a8ba3046-2a08-431c-99c7-793c2ea54845"", ""appId"": ""0bc661a2-fbd3-4d7d-92ac-ab73b2c75cfb"", ""displayName"": ""USDALDWCNAP01"", ""accountEnabled"": true, ""servicePrincipalType"": ""ManagedIdentity"", ""tags"": []}",2026-06-11 19:29:40
